ACCEL
0	-212	475	-822	
0	-194	480	-824	
0	-219	479	-820	
0	-222	491	-817	
0	-210	482	-825	
0	-199	490	-827	
0	-207	457	-837	
0	-212	479	-824	
0	-200	492	-818	
0	-208	477	-826	
0	-204	480	-826	
0	-201	481	-825	
0	-205	483	-824	
0	-205	482	-823	
0	-207	486	-821	
0	-205	481	-824	
0	-205	482	-826	
0	-204	479	-827	
0	-204	479	-825	
0	-203	481	-825	
0	-206	477	-826	
0	-205	480	-826	
0	-205	484	-825	
0	-203	484	-826	
0	-200	486	-825	
0	-209	483	-823	
0	-210	484	-821	
0	-205	480	-825	
0	-206	476	-828	
0	-207	479	-825	
0	-210	480	-824	
0	-209	485	-823	
0	-208	479	-824	
0	-207	481	-824	
0	-208	482	-825	
0	-208	482	-824	
0	-208	482	-823	
0	-207	480	-825	
0	-209	483	-822	
0	-211	481	-823	
0	-207	483	-823	
0	-212	484	-822	
0	-206	486	-824	
0	-212	480	-824	
0	-209	482	-823	
0	-209	483	-823	
0	-210	483	-822	
0	-212	482	-823	
0	-210	483	-823	
0	-212	482	-822	
0	-211	481	-824	
0	-211	484	-822	
0	-212	478	-824	
0	-210	485	-822	
0	-214	484	-821	
0	-210	484	-822	
0	-209	481	-824	
0	-211	482	-823	
0	-209	485	-823	
0	-211	482	-823	
0	-209	484	-822	
0	-211	484	-823	
0	-213	482	-822	
0	-211	484	-823	
0	-212	482	-825	
0	-213	481	-823	
0	-211	482	-824	
0	-213	483	-823	
0	-213	481	-823	
0	-212	484	-822	
0	-214	483	-824	
0	-212	478	-825	
0	-206	488	-822	
0	-213	482	-822	
0	-210	482	-825	
0	-211	483	-823	
0	-209	483	-823	
0	-209	483	-822	
0	-209	485	-824	
0	-213	484	-822	
0	-210	482	-822	
0	-209	484	-823	
0	-211	484	-823	
0	-210	482	-824	
0	-212	482	-824	
0	-213	480	-824	
0	-207	485	-821	
0	-215	486	-817	
0	-211	484	-822	
0	-213	479	-825	
0	-212	484	-822	
0	-213	485	-822	
0	-212	484	-821	
0	-213	485	-822	
0	-210	487	-821	
0	-212	483	-822	
0	-211	486	-822	
0	-207	481	-823	
0	-207	488	-820	
0	-208	489	-821	
0	-213	480	-824	
0	-204	491	-819	
0	-244	459	-829	
0	-217	487	-824	
0	-234	462	-826	
0	-219	513	-819	
0	-246	459	-808	
0	-253	485	-825	
0	-260	478	-818	
0	-282	472	-815	
0	-258	503	-795	
0	-302	424	-805	
16	-219	558	-821	
0	-294	423	-808	
26	-216	549	-840	
0	-275	450	-817	
0	-216	507	-824	
0	-255	470	-775	
0	-236	481	-820	
0	-227	490	-785	
0	-258	468	-823	
0	-210	516	-824	
0	-227	475	-803	
0	-262	492	-815	
0	-239	481	-799	
0	-286	453	-804	
4	-241	509	-832	
0	-298	431	-801	
23	-214	551	-835	
0	-270	425	-802	
21	-165	566	-834	
0	-247	434	-786	
6	-185	542	-828	
0	-239	457	-795	
0	-258	503	-812	
0	-229	482	-804	
0	-278	450	-804	
11	-224	536	-828	
0	-297	433	-801	
38	-183	579	-842	
0	-272	414	-800	
35	-144	589	-839	
0	-238	434	-793	
0	-218	526	-823	
0	-232	472	-801	
0	-265	488	-815	
0	-237	502	-808	
0	-287	437	-803	
35	-180	579	-839	
0	-264	415	-802	
35	-137	589	-840	
0	-240	421	-801	
7	-179	552	-824	
0	-217	482	-793	
0	-267	478	-811	
0	-221	513	-813	
0	-286	447	-802	
14	-205	550	-828	
0	-265	420	-805	
41	-137	591	-846	
0	-239	422	-797	
17	-139	571	-831	
0	-223	440	-799	
0	-185	538	-820	
0	-212	488	-806	
0	-268	474	-813	
5	-208	527	-831	
0	-278	445	-802	
21	-180	559	-836	
0	-236	424	-802	
27	-132	577	-840	
0	-222	430	-801	
5	-141	553	-828	
0	-213	451	-802	
0	-192	522	-824	
0	-203	494	-813	
0	-259	458	-812	
1	-202	520	-832	
0	-260	439	-810	
26	-158	562	-844	
0	-232	426	-802	
0	-248	426	-805	
24	-108	590	-830	
0	-230	460	-798	
0	-221	487	-809	
8	-153	576	-813	
0	-208	482	-794	
0	-157	547	-810	
0	-180	516	-817	
0	-184	528	-810	
0	-186	520	-806	
0	-177	507	-814	
0	-170	491	-827	
0	-158	494	-825	
0	-170	505	-819	
0	-161	502	-823	
0	-162	497	-826	
0	-160	502	-823	
0	-164	502	-820	
0	-161	494	-827	
0	-155	501	-823	
0	-155	498	-824	
0	-159	492	-826	
0	-164	503	-821	
0	-160	503	-823	
0	-157	494	-829	
0	-150	498	-826	
0	-157	496	-825	
0	-156	500	-821	
0	-156	492	-830	
0	-156	496	-826	
0	-157	497	-826	
0	-155	497	-827	
0	-158	496	-827	
0	-156	495	-826	
0	-156	493	-830	
0	-159	490	-830	
0	-154	497	-826	
0	-157	494	-826	
0	-157	493	-827	
0	-154	494	-830	
0	-156	494	-828	
